Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,56.98051834106445,56.98051834106445,54.423702239990234,56.6761360168457,36.53414535522461,863632,0.0,0.0
2000-01-04 00:00:00-05:00,54.48457717895508,55.27597427368164,52.719154357910156,52.90178680419922,34.10114669799805,745976,0.0,0.0
2000-01-05 00:00:00-05:00,51.014610290527344,51.5625,49.0361213684082,51.44074630737305,33.15934753417969,1122763,0.0,0.0
2000-01-06 00:00:00-05:00,47.727272033691406,48.82305145263672,45.748783111572266,48.27516174316406,31.118772506713867,2708757,0.0,0.0
2000-01-07 00:00:00-05:00,47.87946319580078,49.43181610107422,47.60551834106445,49.370941162109375,31.825130462646484,1256024,0.0,0.0
2000-01-10 00:00:00-05:00,52.110389709472656,54.11931610107422,52.110389709472656,54.058441162109375,34.846736907958984,1033237,0.0,0.0
2000-01-11 00:00:00-05:00,52.719154357910156,54.78895950317383,51.68425369262695,52.29301834106445,33.708740234375,843509,0.0,0.0
2000-01-12 00:00:00-05:00,53.084415435791016,53.63230514526367,52.1712646484375,53.26704406738281,34.33660888671875,599779,0.0,0.0
2000-01-13 00:00:00-05:00,54.058441162109375,55.76298522949219,52.96266174316406,55.61079406738281,35.847415924072266,1412899,0.0,0.0
2000-01-14 00:00:00-05:00,58.50243377685547,62.824676513671875,58.441558837890625,60.9375,39.28106689453125,4047531,0.0,0.0
2000-01-18 00:00:00-05:00,59.780845642089844,62.459415435791016,59.53733825683594,61.759334564208984,39.81083297729492,1406944,0.0,0.0
2000-01-19 00:00:00-05:00,60.20698165893555,63.18993377685547,59.59821319580078,62.824676513671875,40.49756622314453,1524600,0.0,0.0
2000-01-20 00:00:00-05:00,68.72970581054688,69.76461029052734,65.9902572631836,68.91233825683594,44.42173767089844,2650853,0.0,0.0
2000-01-21 00:00:00-05:00,69.85592651367188,70.12986755371094,67.45130157470703,67.6948013305664,43.63690185546875,2437717,0.0,0.0
2000-01-24 00:00:00-05:00,67.81655883789062,68.30357360839844,63.25081253051758,63.55519485473633,40.968475341796875,1417621,0.0,0.0
2000-01-25 00:00:00-05:00,64.04220581054688,64.89447784423828,61.850650787353516,64.89447784423828,41.831790924072266,1321936,0.0,0.0
2000-01-26 00:00:00-05:00,62.33766174316406,62.48985290527344,59.23295593261719,59.84172058105469,38.57470703125,1488667,0.0,0.0
2000-01-27 00:00:00-05:00,59.050323486328125,61.24188232421875,58.68506622314453,59.53733825683594,38.37850570678711,1761144,0.0,0.0
2000-01-28 00:00:00-05:00,59.65909194946289,60.63311767578125,57.102272033691406,57.163150787353516,36.848079681396484,1267933,0.0,0.0
2000-01-31 00:00:00-05:00,56.82832717895508,59.90259552001953,56.4326286315918,59.87215805053711,38.59433364868164,1518440,0.0,0.0
2000-02-01 00:00:00-05:00,60.5113639831543,62.39854049682617,60.45048522949219,62.39854049682617,40.22288131713867,861784,0.0,0.0
2000-02-02 00:00:00-05:00,64.25527954101562,65.80763244628906,63.55519485473633,64.7727279663086,41.75331115722656,800800,0.0,0.0
2000-02-03 00:00:00-05:00,66.35552215576172,68.97321319580078,65.74674987792969,68.18181610107422,43.95084762573242,863837,0.0,0.0
2000-02-04 00:00:00-05:00,67.45130157470703,67.75568389892578,66.4772720336914,66.72077941894531,43.00905227661133,764045,0.0,0.0
2000-02-07 00:00:00-05:00,65.8685073852539,66.59902954101562,64.1639633178711,66.59902954101562,42.93055725097656,935704,0.0,0.0
2000-02-08 00:00:00-05:00,70.37337493896484,71.31696319580078,69.61241912841797,71.10389709472656,45.83445739746094,673493,0.0,0.0
2000-02-09 00:00:00-05:00,71.1647720336914,71.1647720336914,69.36891174316406,69.36891174316406,44.716060638427734,644952,0.0,0.0
2000-02-10 00:00:00-05:00,70.46469116210938,70.46469116210938,69.06452941894531,70.12986755371094,45.20657730102539,618053,0.0,0.0
2000-02-11 00:00:00-05:00,69.15584564208984,69.52110290527344,65.3814926147461,65.3814926147461,42.14573287963867,772669,0.0,0.0
2000-02-14 00:00:00-05:00,65.74674987792969,66.59902954101562,64.52922058105469,65.13798522949219,41.98875427246094,564667,0.0,0.0
2000-02-15 00:00:00-05:00,64.89447784423828,64.89447784423828,61.97240447998047,64.62053680419922,41.65519332885742,1405507,0.0,0.0
2000-02-16 00:00:00-05:00,63.31168746948242,64.31615447998047,62.459415435791016,64.28571319580078,41.439369201660156,1090115,0.0,0.0
